Data,CP,AuGrade,Tonnes,AuMetal,AuMetalOZ
12/11/2014,PlantFeed,0.402749896549822,139085.165,56.0165358153649,
12/11/2014,PlantProduct,94.3044225999464,0.0464218477355768,46.4218477355768,1492.49594854524
12/11/2014,PlantReject,0.0498894011869343,139085.118578152,,
13/11/2014,PlantFeed,0.43385601443697,133656.08,57.9874941740688,
13/11/2014,PlantProduct,94.5501453383836,0.0483078925209147,48.3078925209147,1553.13365122622
13/11/2014,PlantReject,0.0527409567109091,133656.031692107,,
14/11/2014,PlantFeed,0.372205425923125,153740.117775428,57.2229060180746,
14/11/2014,PlantProduct,92.3891307224289,0.0457018168839967,45.7018168839967,1469.34643638165
14/11/2014,PlantReject,0.0516526558633259,153740.072073611,,
15/11/2014,PlantFeed,0.420257785762582,110920.899080777,46.615371442482,
15/11/2014,PlantProduct,93.9688711925783,0.0341268253622153,34.1268253622153,1097.20209501231
15/11/2014,PlantReject,0.0946452157758673,110920.864953952,,
16/11/2014,PlantFeed,0.492181921126005,150901.276444058,74.2708801406028,
16/11/2014,PlantProduct,95.0085919960476,0.0628109276362199,62.8109276362199,2019.41670989503
16/11/2014,PlantReject,0.0552416159767386,150901.21363313,,
17/11/2014,PlantFeed,0.412132819975014,139136.059,57.3425363558799,
17/11/2014,PlantProduct,93.2918399177432,0.0447873033846873,44.7873033846873,1439.94416656284
17/11/2014,PlantReject,0.0684478354195542,139136.014212697,,
18/11/2014,PlantFeed,0.379913361176555,133873.549987589,50.8603503484226,
18/11/2014,PlantProduct,92.3244312289923,0.0376321463473554,37.6321463473554,1209.90069758566
18/11/2014,PlantReject,0.0767781451615011,133873.512355443,,
19/11/2014,PlantFeed,0.512897195332848,134011.556,68.7341512145909,
19/11/2014,PlantProduct,93.8755714821097,0.0567177774766867,56.7177774766867,1823.51752943195
19/11/2014,PlantReject,0.0635078675769721,134011.499282223,,
20/11/2014,PlantFeed,0.564723129963145,124141.659,70.1056662292974,
20/11/2014,PlantProduct,91.8576701570293,0.0578599958983041,57.8599958983041,1860.24067703969
20/11/2014,PlantReject,0.0590504810881518,124141.601140004,,
21/11/2014,PlantFeed,0.452355075785269,124306.916,56.2308644078131,
21/11/2014,PlantProduct,92.128070317678,0.0456795931000228,45.6795931000228,1468.63192566826
21/11/2014,PlantReject,0.0549472607108326,124306.870320407,,
22/11/2014,PlantFeed,0.452103575525646,136083.782,61.5239644132526,
22/11/2014,PlantProduct,93.1242709828191,0.049860541919568,49.860541919568,1603.05245131796
22/11/2014,PlantReject,0.0601594657030206,136083.732139458,,
23/11/2014,PlantFeed,0.44394101175381,135034.64,59.9474147034115,
23/11/2014,PlantProduct,91.0740195946872,0.0487021827156484,48.7021827156484,1565.81036589607
23/11/2014,PlantReject,0.0493368125094436,135034.591297817,,
24/11/2014,PlantFeed,0.552168392639926,90409.229,49.921118656745,
24/11/2014,PlantProduct,93.3296061573248,0.0420676558261186,42.0676558261186,1352.50553237155
24/11/2014,PlantReject,0.0548997788012737,90409.1869323442,,
25/11/2014,PlantFeed,0.391388593109114,135940.667,53.2056264034445,
25/11/2014,PlantProduct,91.9451719765197,0.0436257032433389,43.6257032433389,1402.59788266076
25/11/2014,PlantReject,0.0432436310635589,135940.623374297,,
26/11/2014,PlantFeed,0.664187096644193,96445.687,64.0579808323845,
26/11/2014,PlantProduct,95.6798127831893,0.0549824078920905,54.9824078920905,1767.72414333083
26/11/2014,PlantReject,0.0696665228502448,96445.6320175921,,
27/11/2014,PlantFeed,0.61210075339325,123314.172,75.4806975852648,
27/11/2014,PlantProduct,93.9732368480856,0.064887287723037,64.887287723037,2086.17318703802
27/11/2014,PlantReject,0.0537262669610389,123314.107112712,,
28/11/2014,PlantFeed,0.419470171045187,135582.685,56.8728920677157,
28/11/2014,PlantProduct,90.9892788506947,0.0456628285095115,45.6628285095115,1468.09293196944
28/11/2014,PlantReject,0.0506455163811101,135582.639337171,,
29/11/2014,PlantFeed,0.486737340819322,126708.353,61.6736867988159,
29/11/2014,PlantProduct,93.2050419411977,0.0511210476196522,51.1210476196522,1643.57862040131
29/11/2014,PlantReject,0.0551024222067134,126708.301878952,,
30/11/2014,PlantFeed,0.525238594450805,137166.876,72.0453371554479,
30/11/2014,PlantProduct,93.4657931222013,0.0607168139102092,60.7168139102092,1952.0894404234
30/11/2014,PlantReject,0.0530833172201945,137166.815283186,,
